date,NVDA,TSM,AVGO,AMD,INTC,QCOM,TXN,ARM,ADI,MU,NXPI,MRVL,MCHP,STM,MPWR,ON,GFS,ASX,UMC,SWKS,QRVO,LSCC,MTSI,RMBS,ALGM,CRUS,SLAB,SYNA,POWI,TSEM,WOLF,FORM,DIOD,VSH,SITM,SIMO,MXL,SMTC,NVTS,SGH,IMOS,HIMX,LASR,AOSL,ICG,CEVA,SKYT,NVEC,AIP,VLN,MX,MRAM,QUIK,SQNS,PXLW,MOBX,POET,GSIT,LAES,EMKR,WKEY,SMI,LEDS,WISA,PRSO
2023-11-17,492.9366760253906,99.1129150390625,973.2547607421875,120.62000274658203,43.68196105957031,128.65179443359375,153.40940856933594,54.9900016784668,182.19155883789062,77.45628356933594,200.0161590576172,55.52124786376953,83.09711456298828,45.682674407958984,539.1716918945312,70.02999877929688,56.310001373291016,8.520000457763672,7.849999904632568,92.91761016845703,94.08000183105469,58.06999969482422,83.08999633789062,66.22000122070312,28.040000915527344,75.62000274658203,100.0,105.68000030517578,77.0057373046875,27.25,36.709999084472656,38.56999969482422,68.7699966430664,22.394092559814453,113.66999816894531,58.663169860839844,17.600000381469727,15.84000015258789,6.929999828338623,16.600000381469727,24.190000534057617,6.130000114440918,11.279999732971191,22.420000076293945,7.650000095367432,22.229999542236328,6.769999980926514,71.07429504394531,4.679999828338623,2.069999933242798,6.739999771118164,8.960000038146973,10.979999542236328,2.880000114440918,1.1799999475479126,11.350000381469727,1.25,2.5399999618530273,1.190000057220459,0.4000000059604645,1.6200000047683716,44.590911865234375,1.0499999523162842,0.12999999523162842,8.800000190734863
2023-11-20,504.0456848144531,99.49112701416016,991.1525268554688,121.52999877929688,44.60924530029297,128.69154357910156,154.32220458984375,58.68000030517578,182.95794677734375,78.5148696899414,202.40512084960938,56.320404052734375,84.27099609375,46.23198318481445,550.3341064453125,70.68000030517578,58.41999816894531,8.65999984741211,7.960000038146973,94.12975311279297,95.13999938964844,59.720001220703125,84.02999877929688,69.62000274658203,28.739999771118164,76.48999786376953,104.0,106.05999755859375,78.33222198486328,27.81999969482422,36.81999969482422,39.59000015258789,70.91000366210938,22.623111724853516,118.80999755859375,58.80215835571289,18.450000762939453,15.90999984741211,7.090000152587891,16.639999389648438,24.639999389648438,6.230000019073486,11.350000381469727,22.479999542236328,7.650000095367432,22.90999984741211,6.960000038146973,69.68183898925781,4.800000190734863,2.0899999141693115,6.869999885559082,9.300000190734863,11.199999809265137,2.869999885559082,1.1799999475479126,11.399999618530273,1.1699999570846558,2.559999942779541,1.1399999856948853,0.4000000059604645,1.7400000095367432,44.77519226074219,1.0199999809265137,0.14000000059604645,8.800000190734863
2023-11-21,499.3960876464844,97.94840240478516,976.7089233398438,119.16000366210938,43.51245880126953,126.21727752685547,152.22872924804688,58.65999984741211,180.39999389648438,76.607421875,199.51846313476562,54.62220001220703,82.51000213623047,45.29315948486328,537.2446899414062,68.38999938964844,56.4900016784668,8.579999923706055,7.860000133514404,93.07658386230469,93.12999725341797,57.47999954223633,82.79000091552734,66.93000030517578,28.25,75.66999816894531,101.01000213623047,103.61000061035156,76.61677551269531,27.56999969482422,33.599998474121094,38.529998779296875,68.68000030517578,22.175031661987305,115.18000030517578,58.0377197265625,17.709999084472656,15.0600004196167,6.860000133514404,16.299999237060547,24.940000534057617,6.079999923706055,11.15999984741211,21.809999465942383,7.650000095367432,22.170000076293945,6.840000152587891,69.34607696533203,4.96999979019165,2.0399999618530273,6.699999809265137,9.010000228881836,11.470000267028809,2.869999885559082,1.1699999570846558,11.210000038146973,1.0,2.440000057220459,1.0700000524520874,0.36000001430511475,1.690000057220459,44.83993911743164,1.0700000524520874,0.12999999523162842,7.599999904632568
2023-11-22,487.1171875,98.1872787475586,967.551025390625,122.51000213623047,43.5423698425293,126.69424438476562,152.7248077392578,61.7599983215332,181.81333923339844,76.99689483642578,198.66241455078125,55.44132995605469,82.45999908447266,45.22324752807617,545.212158203125,68.55999755859375,56.869998931884766,8.579999923706055,7.869999885559082,93.66278076171875,93.3499984741211,58.08000183105469,84.19999694824219,67.51000213623047,28.219999313354492,75.8499984741211,101.80999755859375,104.18000030517578,76.87609100341797,28.0,33.540000915527344,37.9900016784668,68.66000366210938,22.165075302124023,115.47000122070312,58.95107650756836,17.940000534057617,15.770000457763672,7.079999923706055,16.3700008392334,25.030000686645508,6.010000228881836,11.449999809265137,21.989999771118164,8.84000015258789,22.350000381469727,6.610000133514404,69.89910125732422,5.130000114440918,2.069999933242798,6.71999979019165,8.930000305175781,11.770000457763672,2.890000104904175,1.1200000047683716,11.270000457763672,1.350000023841858,2.2899999618530273,1.059999942779541,0.38999998569488525,1.7200000286102295,44.909664154052734,1.0499999523162842,0.12999999523162842,8.0
2023-11-24,477.718017578125,97.37112426757812,974.3895263671875,122.30999755859375,43.831520080566406,126.94266510009766,152.38748168945312,63.880001068115234,182.19155883789062,76.7672119140625,199.19992065429688,55.97077178955078,83.26000213623047,45.572811126708984,548.5768432617188,69.27999877929688,55.959999084472656,8.579999923706055,7.880000114440918,94.28872680664062,93.38999938964844,57.959999084472656,84.37999725341797,67.4800033569336,27.829999923706055,76.23999786376953,101.83000183105469,103.94000244140625,76.9458999633789,28.15999984741211,34.31999969482422,38.02000045776367,68.70999908447266,22.20490264892578,114.7300033569336,59.19927215576172,18.049999237060547,16.1299991607666,7.21999979019165,16.440000534057617,24.75,5.960000038146973,11.390000343322754,22.200000762939453,8.34000015258789,22.459999084472656,6.889999866485596,70.43238067626953,5.150000095367432,2.200000047683716,6.730000019073486,9.220000267028809,12.970000267028809,2.869999885559082,1.149999976158142,11.270000457763672,1.340000033378601,2.299999952316284,1.0499999523162842,0.4000000059604645,1.7230000495910645,44.86981964111328,1.059999942779541,0.12999999523162842,8.0
2023-11-27,482.3775939941406,96.7540283203125,945.8905639648438,122.6500015258789,43.951175689697266,127.38981628417969,151.40524291992188,61.0,182.90817260742188,77.40635681152344,198.74205017089844,55.840911865234375,81.76000213623047,45.33311080932617,545.6614990234375,68.68000030517578,55.369998931884766,8.5,7.840000152587891,93.99065399169922,93.33999633789062,57.90999984741211,84.66999816894531,67.80000305175781,27.530000686645508,76.87000274658203,101.01000213623047,105.0199966430664,75.85877990722656,27.200000762939453,33.61000061035156,37.95000076293945,67.68000030517578,22.493667602539062,114.12999725341797,59.07020950317383,17.829999923706055,16.3799991607666,6.96999979019165,16.579999923706055,24.950000762939453,5.889999866485596,12.949999809265137,21.6299991607666,8.34000015258789,22.450000762939453,6.849999904632568,69.86947631835938,5.519999980926514,2.200000047683716,6.75,8.829999923706055,12.479999542236328,2.8499999046325684,1.1299999952316284,11.270000457763672,1.309999942779541,2.75,1.0399999618530273,0.44999998807907104,1.7300000190734863,44.95050811767578,1.0800000429153442,0.12999999523162842,7.599999904632568
2023-11-28,478.1679382324219,97.52041625976562,942.0183715820312,122.01000213623047,44.10073471069336,125.78999328613281,151.702880859375,61.91999816894531,182.34085083007812,76.0182113647461,199.11033630371094,55.52124786376953,81.81999969482422,45.67268371582031,542.5863037109375,69.0999984741211,54.84000015258789,8.479999542236328,7.820000171661377,94.16950225830078,93.51000213623047,57.09000015258789,82.94000244140625,67.70999908447266,27.329999923706055,76.9800033569336,101.05999755859375,101.77999877929688,75.4000015258789,27.40999984741211,35.0099983215332,37.08000183105469,66.91000366210938,22.254690170288086,111.5,58.772377014160156,18.100000381469727,16.399999618530273,7.090000152587891,16.6200008392334,25.459999084472656,5.909999847412109,13.489999771118164,21.5,8.34000015258789,22.34000015258789,6.860000133514404,69.20781707763672,5.369999885559082,2.240000009536743,6.670000076293945,8.859999656677246,12.510000228881836,2.9000000953674316,1.1699999570846558,11.270000457763672,1.1799999475479126,2.680000066757202,1.0700000524520874,0.44999998807907104,1.7899999618530273,45.02421951293945,1.100000023841858,0.12999999523162842,7.199999809265137
2023-11-29,481.357666015625,98.41619110107422,936.523681640625,123.8499984741211,44.808658599853516,127.91000366210938,152.0005340576172,62.209999084472656,181.8531494140625,76.58744812011719,203.3905792236328,56.04069519042969,82.9800033569336,46.95107650756836,551.5921630859375,71.62000274658203,54.95000076293945,8.649999618530273,7.880000114440918,95.38163757324219,95.88999938964844,59.060001373291016,83.52999877929688,69.05000305175781,27.549999237060547,76.66999816894531,102.27999877929688,102.29000091552734,77.4800033569336,27.860000610351562,36.25,37.4900016784668,67.7699966430664,22.34430694580078,112.91999816894531,58.643314361572266,18.690000534057617,16.34000015258789,7.059999942779541,16.799999237060547,25.690000534057617,5.880000114440918,13.510000228881836,21.8700008392334,8.34000015258789,22.110000610351562,7.230000019073486,70.21511840820312,5.380000114440918,2.309999942779541,6.690000057220459,8.979999542236328,12.960000038146973,2.869999885559082,1.1799999475479126,11.270000457763672,1.1200000047683716,2.700000047683716,1.2380000352859497,0.44999998807907104,1.7300000190734863,45.48242950439453,1.090000033378601,0.14000000059604645,6.800000190734863
2023-11-30,467.6589050292969,96.85355377197266,921.4927368164062,121.16000366210938,44.56936264038086,129.0500030517578,151.51437377929688,61.5,182.52000427246094,76.0182113647461,203.1417236328125,55.67108917236328,83.44000244140625,47.38053894042969,547.8579711914062,71.33000183105469,53.689998626708984,8.600000381469727,7.789999961853027,96.30564880371094,96.5,58.54999923706055,83.9800033569336,67.66999816894531,27.219999313354492,75.91000366210938,105.37000274658203,101.23999786376953,76.41000366210938,27.3799991607666,36.86000061035156,37.58000183105469,66.41999816894531,22.135202407836914,110.5999984741211,58.375267028808594,18.729999542236328,16.3700008392334,6.940000057220459,16.65999984741211,25.809999465942383,5.710000038146973,13.220000267028809,21.389999389648438,8.34000015258789,21.760000228881836,7.050000190734863,70.77802276611328,5.510000228881836,2.3499999046325684,6.590000152587891,8.90999984741211,10.989999771118164,2.880000114440918,1.149999976158142,11.270000457763672,0.8799999952316284,2.7699999809265137,1.0499999523162842,0.4699999988079071,1.7599999904632568,45.39975357055664,1.25,0.14000000059604645,8.0
2023-12-01,467.60888671875,98.0877456665039,925.7432250976562,121.38999938964844,43.61216735839844,129.6699981689453,153.9947967529297,63.900001525878906,183.07000732421875,75.82846069335938,204.73435974121094,52.74418640136719,84.66000366210938,47.7800407409668,558.7308959960938,74.18000030517578,53.630001068115234,8.739999771118164,7.940000057220459,97.55754089355469,97.41999816894531,60.2599983215332,85.41000366210938,68.93000030517578,27.280000686645508,76.18000030517578,109.08000183105469,101.7300033569336,77.62000274658203,27.639999389648438,39.68000030517578,37.52000045776367,67.80000305175781,22.473751068115234,110.62000274658203,58.405052185058594,18.989999771118164,16.81999969482422,7.159999847412109,16.479999542236328,26.09000015258789,5.78000020980835,13.430000305175781,21.739999771118164,8.34000015258789,21.579999923706055,7.340000152587891,72.21985626220703,5.5,2.319999933242798,6.710000038146973,8.970000267028809,11.90999984741211,2.890000104904175,1.159999966621399,11.449999809265137,1.1399999856948853,2.7699999809265137,1.0299999713897705,0.49000000953674316,1.7200000286102295,45.59299850463867,1.25,0.14000000059604645,8.399999618530273
